Sample,study,media_type,media,source,community,days
SRR16131850,causevic,complex,Soil Extract,causevic_R2,causevic_R2_natural,49
SRR16131851,causevic,complex,Soil Extract,causevic_R1,causevic_R1_natural,49
SRR16131852,causevic,complex,Soil Extract,causevic_R4,causevic_R4_natural,49
SRR16131857,causevic,complex,Soil Extract,causevic_R3,causevic_R3_natural,49
SRR16131858,causevic,complex,Soil Extract,causevic_R2,causevic_R2_natural,49
SRR16131859,causevic,complex,Soil Extract,causevic_R1,causevic_R1_natural,49
SRR16131860,causevic,complex,Soil Extract,causevic_R4,causevic_R4_natural,42
SRR16131862,causevic,complex,Soil Extract,causevic_R3,causevic_R3_natural,42
SRR16131863,causevic,complex,Soil Extract,causevic_R2,causevic_R2_natural,42
SRR16131864,causevic,complex,Soil Extract,causevic_R1,causevic_R1_natural,42
SRR16131865,causevic,complex,Soil Extract,causevic_R4,causevic_R4_natural,35
SRR16131866,causevic,complex,Soil Extract,causevic_R3,causevic_R3_natural,35
SRR16131867,causevic,complex,Soil Extract,causevic_R2,causevic_R2_natural,35
SRR16131868,causevic,complex,Soil Extract,causevic_R1,causevic_R1_natural,35
SRR16131869,causevic,complex,Soil Extract,causevic_R4,causevic_R4_natural,28
SRR16131870,causevic,complex,Soil Extract,causevic_R3,causevic_R3_natural,28
SRR16131871,causevic,complex,Soil Extract,causevic_R2,causevic_R2_natural,28
C-P1-A05-1_S9,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,0
C-P1-A05-10_S22,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,9
C-P1-A05-11_S34,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,10
C-P1-A05-12_S46,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,11
C-P1-A05-13_S58,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,12
C-P1-A05-14_S70,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,13
C-P1-A05-15_S82,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,14
C-P1-A05-2_S21,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,1
C-P1-A05-3_S33,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,2
C-P1-A05-4_S45,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,3
C-P1-A05-5_S57,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,4
C-P1-A05-6_S69,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,5
C-P1-A05-7_S81,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,6
C-P1-A05-8_S93,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,7
C-P1-A05-9_S10,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-A05,8
C-P1-C02-1_S5,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,0
C-P1-C02-10_S18,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,9
C-P1-C02-11_S30,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,10
C-P1-C02-12_S42,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,11
C-P1-C02-13_S54,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,12
C-P1-C02-14_S66,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,13
C-P1-C02-15_S78,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,14
C-P1-C02-2_S17,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,1
C-P1-C02-3_S29,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,2
C-P1-C02-4_S41,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,3
C-P1-C02-5_S53,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,4
C-P1-C02-6_S65,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,5
C-P1-C02-7_S77,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,6
C-P1-C02-8_S89,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,7
C-P1-C02-9_S6,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-C02,8
C-P1-C06-1_S7,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,0
C-P1-C06-10_S20,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,9
C-P1-C06-11_S32,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,10
C-P1-C06-12_S44,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,11
C-P1-C06-13_S56,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,12
C-P1-C06-14_S68,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,13
C-P1-C06-15_S80,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,14
C-P1-C06-2_S19,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,1
C-P1-C06-3_S31,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,2
C-P1-C06-4_S43,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,3
C-P1-C06-5_S55,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,4
C-P1-C06-6_S67,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,5
C-P1-C06-7_S79,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,6
C-P1-C06-8_S91,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,7
C-P1-C06-9_S8,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-C06,8
C-P1-E02-1_S1,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,0
C-P1-E02-10_S14,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,9
C-P1-E02-11_S26,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,10
C-P1-E02-12_S38,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,11
C-P1-E02-13_S50,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,12
C-P1-E02-14_S62,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,13
C-P1-E02-15_S74,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,14
C-P1-E02-2_S13,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,1
C-P1-E02-3_S25,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,2
C-P1-E02-4_S37,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,3
C-P1-E02-5_S49,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,4
C-P1-E02-6_S61,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,5
C-P1-E02-7_S73,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,6
C-P1-E02-8_S85,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,7
C-P1-E02-9_S2,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-E02,8
C-P1-H02-1_S3,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,0
C-P1-H02-10_S16,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,9
C-P1-H02-11_S28,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,10
C-P1-H02-12_S40,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,11
C-P1-H02-13_S52,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,12
C-P1-H02-14_S64,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,13
C-P1-H02-15_S76,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,14
C-P1-H02-2_S15,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,1
C-P1-H02-3_S27,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,2
C-P1-H02-4_S39,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,3
C-P1-H02-5_S51,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,4
C-P1-H02-6_S63,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,5
C-P1-H02-7_S75,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,6
C-P1-H02-8_S87,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,7
C-P1-H02-9_S4,ratzke,simple,yeast+10PO4,ratzke_compost,C-P1-H02,8
C-P1-H06-1_S11,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,0
C-P1-H06-10_S24,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,9
C-P1-H06-11_S36,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,10
C-P1-H06-12_S48,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,11
C-P1-H06-13_S60,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,12
C-P1-H06-14_S72,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,13
C-P1-H06-15_S84,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,14
C-P1-H06-2_S23,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,1
C-P1-H06-3_S35,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,2
C-P1-H06-4_S47,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,3
C-P1-H06-5_S59,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,4
C-P1-H06-6_S71,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,5
C-P1-H06-7_S83,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,6
C-P1-H06-8_S95,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,7
C-P1-H06-9_S12,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_compost,C-P1-H06,8
C-P2-A02-1_S99,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,0
C-P2-A02-10_S112,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,9
C-P2-A02-11_S124,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,10
C-P2-A02-12_S136,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,11
C-P2-A02-13_S148,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,12
C-P2-A02-14_S160,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,13
C-P2-A02-15_S172,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,14
C-P2-A02-2_S111,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,1
C-P2-A02-3_S123,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,2
C-P2-A02-4_S135,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,3
C-P2-A02-5_S147,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,4
C-P2-A02-6_S159,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,5
C-P2-A02-7_S171,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,6
C-P2-A02-8_S183,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,7
C-P2-A02-9_S100,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-A02,8
C-P2-B05-1_S107,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,0
C-P2-B05-10_S120,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,9
C-P2-B05-11_S132,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,10
C-P2-B05-12_S144,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,11
C-P2-B05-13_S156,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,12
C-P2-B05-14_S168,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,13
C-P2-B05-15_S180,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,14
C-P2-B05-2_S119,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,1
C-P2-B05-3_S131,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,2
C-P2-B05-4_S143,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,3
C-P2-B05-5_S155,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,4
C-P2-B05-6_S167,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,5
C-P2-B05-7_S179,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,6
C-P2-B05-8_S191,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,7
C-P2-B05-9_S108,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-B05,8
C-P2-G02-1_S97,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,0
C-P2-G02-10_S110,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,9
C-P2-G02-11_S122,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,10
C-P2-G02-12_S134,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,11
C-P2-G02-13_S146,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,12
C-P2-G02-14_S158,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,13
C-P2-G02-15_S170,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,14
C-P2-G02-2_S109,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,1
C-P2-G02-3_S121,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,2
C-P2-G02-4_S133,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,3
C-P2-G02-5_S145,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,4
C-P2-G02-6_S157,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,5
C-P2-G02-7_S169,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,6
C-P2-G02-8_S181,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,7
C-P2-G02-9_S98,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_compost,C-P2-G02,8
F-P1-B05-1_S199,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,0
F-P1-B05-10_S212,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,9
F-P1-B05-11_S224,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,10
F-P1-B05-12_S236,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,11
F-P1-B05-13_S248,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,12
F-P1-B05-14_S260,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,13
F-P1-B05-15_S272,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,14
F-P1-B05-2_S211,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,1
F-P1-B05-3_S223,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,2
F-P1-B05-4_S235,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,3
F-P1-B05-5_S247,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,4
F-P1-B05-6_S259,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,5
F-P1-B05-7_S271,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,6
F-P1-B05-8_S283,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,7
F-P1-B05-9_S200,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-B05,8
F-P1-C05-1_S201,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,0
F-P1-C05-10_S214,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,9
F-P1-C05-11_S226,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,10
F-P1-C05-12_S238,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,11
F-P1-C05-13_S250,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,12
F-P1-C05-14_S262,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,13
F-P1-C05-15_S274,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,14
F-P1-C05-2_S213,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,1
F-P1-C05-3_S225,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,2
F-P1-C05-4_S237,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,3
F-P1-C05-5_S249,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,4
F-P1-C05-6_S261,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,5
F-P1-C05-7_S273,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,6
F-P1-C05-8_S285,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,7
F-P1-C05-9_S202,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-C05,8
F-P1-E02-1_S197,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,0
F-P1-E02-10_S210,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,9
F-P1-E02-11_S222,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,10
F-P1-E02-12_S234,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,11
F-P1-E02-13_S246,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,12
F-P1-E02-14_S258,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,13
F-P1-E02-15_S270,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,14
F-P1-E02-2_S209,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,1
F-P1-E02-3_S221,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,2
F-P1-E02-4_S233,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,3
F-P1-E02-5_S245,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,4
F-P1-E02-6_S257,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,5
F-P1-E02-7_S269,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,6
F-P1-E02-8_S281,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,7
F-P1-E02-9_S198,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-E02,8
F-P1-F05-1_S203,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,0
F-P1-F05-10_S216,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,9
F-P1-F05-11_S228,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,10
F-P1-F05-12_S240,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,11
F-P1-F05-13_S252,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,12
F-P1-F05-14_S264,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,13
F-P1-F05-15_S276,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,14
F-P1-F05-2_S215,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,1
F-P1-F05-3_S227,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,2
F-P1-F05-4_S239,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,3
F-P1-F05-5_S251,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,4
F-P1-F05-6_S263,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,5
F-P1-F05-7_S275,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,6
F-P1-F05-8_S287,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,7
F-P1-F05-9_S204,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_flowerpot,F-P1-F05,8
F-P1-G01-1_S193,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,0
F-P1-G01-10_S206,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,9
F-P1-G01-11_S218,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,10
F-P1-G01-12_S230,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,11
F-P1-G01-13_S242,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,12
F-P1-G01-14_S254,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,13
F-P1-G01-15_S266,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,14
F-P1-G01-2_S205,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,1
F-P1-G01-3_S217,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,2
F-P1-G01-4_S229,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,3
F-P1-G01-5_S241,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,4
F-P1-G01-6_S253,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,5
F-P1-G01-7_S265,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,6
F-P1-G01-8_S277,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,7
F-P1-G01-9_S194,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-G01,8
F-P1-H01-1_S195,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,0
F-P1-H01-10_S208,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,9
F-P1-H01-11_S220,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,10
F-P1-H01-12_S232,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,11
F-P1-H01-13_S244,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,12
F-P1-H01-14_S256,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,13
F-P1-H01-15_S268,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,14
F-P1-H01-2_S207,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,1
F-P1-H01-3_S219,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,2
F-P1-H01-4_S231,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,3
F-P1-H01-5_S243,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,4
F-P1-H01-6_S255,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,5
F-P1-H01-7_S267,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,6
F-P1-H01-8_S279,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,7
F-P1-H01-9_S196,ratzke,simple,yeast+10PO4,ratzke_flowerpot,F-P1-H01,8
F-P2-B01-1_S293,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,0
F-P2-B01-10_S306,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,9
F-P2-B01-11_S318,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,10
F-P2-B01-12_S330,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,11
F-P2-B01-13_S342,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,12
F-P2-B01-14_S354,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,13
F-P2-B01-15_S366,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,14
F-P2-B01-2_S305,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,1
F-P2-B01-3_S317,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,2
F-P2-B01-4_S329,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,3
F-P2-B01-5_S341,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,4
F-P2-B01-6_S353,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,5
F-P2-B01-7_S365,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,6
F-P2-B01-8_S377,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,7
F-P2-B01-9_S294,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B01,8
F-P2-B05-1_S299,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,0
F-P2-B05-10_S312,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,9
F-P2-B05-11_S324,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,10
F-P2-B05-12_S336,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,11
F-P2-B05-13_S348,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,12
F-P2-B05-14_S360,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,13
F-P2-B05-15_S372,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,14
